ID,租金,面积,房型,板块,朝向,rent
LF1691387583830949888,1600,90.79,2,夏威夷商圈,南 北,17.6230862429783
LF1655512693425045504,1600,90.0,2,夏威夷商圈,南,17.77777777777778
LF1655921917841899520,1500,91.72,2,夏威夷商圈,南 北,16.354121238552114
LF1656278216081408000,1400,57.0,1,夏威夷商圈,西北,24.56140350877193
LF1657014896094609408,1000,42.0,1,夏威夷商圈,北,23.80952380952381
LF1656894563786162176,1400,76.0,2,夏威夷商圈,南,18.42105263157895
LF1656546771758743552,1200,89.52,2,夏威夷商圈,南,13.404825737265416
LF1715214320524066816,1500,57.0,1,夏威夷商圈,南,26.31578947368421
LF1715584950121529344,1500,81.78,2,夏威夷商圈,南 北,18.34189288334556
LF1715643891924860928,1500,92.87,2,夏威夷商圈,东南 北,16.151609777107783
LF1716065567128944640,1500,57.0,1,夏威夷商圈,南,26.31578947368421
LF1665591797767733248,1500,86.0,2,夏威夷商圈,南,17.441860465116278
LF1646463960385323008,1700,70.0,1,夏威夷商圈,南,24.285714285714285
LF1689597318422069248,1600,57.14,1,夏威夷商圈,南,28.0014000700035
LF1689962996312309760,1500,90.91,2,夏威夷商圈,南,16.499835001649984
LF1690584348551544832,1200,53.63,1,夏威夷商圈,南,22.375536080551928
LF1686601292945817600,1900,87.41,2,夏威夷商圈,南 北,21.736643404644777
LF1666037390872936448,2800,145.0,3,夏威夷商圈,南 北,19.310344827586206
LF1666286600767668224,1600,76.0,2,夏威夷商圈,南 北,21.05263157894737
LF1666290230065364992,2500,123.0,3,夏威夷商圈,南,20.32520325203252
LF1667098554318979072,1900,88.0,2,夏威夷商圈,南 北,21.59090909090909
LF1667006292910145536,1500,90.0,2,夏威夷商圈,南,16.666666666666668
LF1700805504038600704,1300,88.0,2,夏威夷商圈,南,14.772727272727273
LF1699635825551081472,1300,86.14,2,夏威夷商圈,南 北,15.091711167866265
LF1667724829710614528,1700,92.0,2,夏威夷商圈,南,18.47826086956522
LF1668074583099441152,2000,86.0,2,夏威夷商圈,南 北,23.25581395348837
LF1671003989463793664,1600,90.0,2,夏威夷商圈,南 北,17.77777777777778
LF1702318321644339200,1600,88.0,2,夏威夷商圈,南 北,18.181818181818183
LF1671406442873094144,1600,87.96,2,夏威夷商圈,南 北,18.190086402910413
LF1671766224339468288,1800,98.0,2,夏威夷商圈,南 西 北,18.367346938775512
LF1672432470479339520,1400,57.0,1,夏威夷商圈,南,24.56140350877193
LF1705531657840230400,1100,52.0,1,夏威夷商圈,南,21.153846153846153
LF1705831543798235136,1300,52.65,1,夏威夷商圈,南,24.691358024691358
LF1686625319831732224,1600,87.91,2,夏威夷商圈,南,18.200432260266183
LF1687101957677776896,1600,91.66,2,夏威夷商圈,南,17.455814968361334
LF1691024916251410432,1300,54.0,1,夏威夷商圈,南,24.074074074074073
LF1687366291200933888,1600,89.29,2,夏威夷商圈,南,17.919139881285698
LF1687660273768333312,1350,90.0,2,夏威夷商圈,南,15.0
LF1687670617337233408,1500,89.0,2,夏威夷商圈,南,16.853932584269664
LF1687836329515155456,1600,57.0,1,夏威夷商圈,南,28.07017543859649
LF1688139397272174592,1900,97.0,2,夏威夷商圈,西南,19.587628865979383
LF1647559396827332608,1700,86.29,2,夏威夷商圈,南 北,19.70100822806814
LF1706523799425384448,3200,128.0,3,夏威夷商圈,南 北,25.0
LF1706593416562868224,1200,52.39,1,夏威夷商圈,南,22.905134567665584
LF1702617181964992512,1450,57.0,1,夏威夷商圈,南,25.43859649122807
LF1702959401209430016,2200,129.0,3,夏威夷商圈,南 北,17.05426356589147
LF1703006734831845376,1200,52.0,1,夏威夷商圈,南 北,23.076923076923077
LF1703348914373001216,1700,89.0,2,夏威夷商圈,南 北,19.10112359550562
LF1672554826363305984,1700,91.0,2,夏威夷商圈,西南,18.681318681318682
LF1672920008306458624,1800,87.39,2,夏威夷商圈,南 北,20.597322348094746
LF1704480721759895552,1600,86.65,2,夏威夷商圈,南 北,18.465089440276977
LF1674624530284281856,1600,97.15,2,夏威夷商圈,南 西,16.46937725167267
LF1675736495362670592,1900,88.0,2,夏威夷商圈,南 北,21.59090909090909
LF1676891069804969984,1800,87.0,2,夏威夷商圈,南 北,20.689655172413794
LF1706638170663157760,1400,57.0,2,夏威夷商圈,南 北,24.56140350877193
LF1677239755026202624,1700,93.3,2,夏威夷商圈,南 北,18.220793140407288
LF1677325680875929600,1400,87.0,2,夏威夷商圈,南,16.091954022988507
LF1677664617838411776,2000,87.0,2,夏威夷商圈,南 北,22.988505747126435
LF1677649714633244672,1300,44.0,1,夏威夷商圈,南,29.545454545454547
LF1677916853474689024,1800,88.81,2,夏威夷商圈,南,20.267987839207297
LF1677961747123666944,1100,54.0,1,夏威夷商圈,南,20.37037037037037
LF1678299200191725568,1900,87.0,2,夏威夷商圈,南 北,21.839080459770116
LF1710561471907233792,1300,90.0,2,夏威夷商圈,南,14.444444444444445
LF1708416907427708928,2800,136.0,3,夏威夷商圈,南 北,20.58823529411765
LF1708411664585457664,1900,123.0,3,夏威夷商圈,南,15.447154471544716
LF1708699222351544320,900,43.0,1,夏威夷商圈,北,20.930232558139537
LF1708698976519192576,1500,93.0,2,夏威夷商圈,南 北,16.129032258064516
LF1708772075717525504,1500,88.49,2,夏威夷商圈,南 北,16.951067917278788
LF1709399646247321600,1900,88.0,2,夏威夷商圈,南 北,21.59090909090909
LF1709130951356841984,2400,88.0,2,夏威夷商圈,南 北,27.272727272727273
LF1709576601332613120,1100,43.5,1,夏威夷商圈,北,25.28735632183908
LF1681892541596696576,2800,110.0,2,夏威夷商圈,南 北,25.454545454545453
LF1682230847870074880,2500,88.0,2,夏威夷商圈,南 北,28.40909090909091
LF1714223476572684288,2000,88.02,2,夏威夷商圈,南 北,22.722108611679165
LF1714873557676195840,2200,121.0,3,夏威夷商圈,南 北,18.181818181818183
LF1678255377835098112,1600,85.33,2,夏威夷商圈,南 北,18.750732450486346
LF1678698492630925312,2200,115.25,3,夏威夷商圈,南 北,19.088937093275486
LF1678976090632093696,1500,57.0,1,夏威夷商圈,南,26.31578947368421
LF1630821237125021696,1400,93.57,2,夏威夷商圈,南,14.962060489473123
LF1680528786870763520,1600,57.0,1,夏威夷商圈,南,28.07017543859649
LF1686718961195941888,1500,57.03,2,夏威夷商圈,南,26.301946344029457
LF1687324070418317312,1700,89.0,2,夏威夷商圈,南 北,19.10112359550562
LF1688128632406409216,950,40.21,1,夏威夷商圈,南,23.62596369062422
LF1682594745739640832,1800,88.02,2,夏威夷商圈,南 北,20.449897750511248
LF1682699020671123456,1600,85.4,2,夏威夷商圈,南 北,18.73536299765808
LF1682625082008010752,1800,86.29,2,夏威夷商圈,南 北,20.859891065013326
LF1682652049986027520,2600,148.0,3,夏威夷商圈,南 北,17.56756756756757
LF1682966073156042752,750,50.0,1,夏威夷商圈,北,15.0
LF1683316490796793856,2300,139.58,3,夏威夷商圈,南 北,16.478005444906145
LF1683719718088736768,1000,44.0,1,夏威夷商圈,西北,22.727272727272727
LF1683427981717929984,1500,89.0,2,夏威夷商圈,南,16.853932584269664
LF1684052994187853824,3900,140.0,3,夏威夷商圈,南 北,27.857142857142858
LF1684088601534529536,1400,78.0,2,夏威夷商圈,南 北,17.94871794871795
LF1642108248280530944,2200,89.0,2,夏威夷商圈,南 北,24.719101123595507
LF1688384573349560320,1600,87.26,2,夏威夷商圈,南 北,18.336007334402932
LF1643927011409788928,1650,86.56,2,夏威夷商圈,东南,19.06192236598891
LF1685486928595517440,2800,110.0,3,夏威夷商圈,南 北,25.454545454545453
LF1685255825972527104,1500,91.0,2,夏威夷商圈,南 北,16.483516483516482
LF1644984049715904512,2300,85.0,2,夏威夷商圈,南,27.058823529411764
LF1645644722863079424,2500,122.0,3,夏威夷商圈,南 北,20.491803278688526
LF1645390908859875328,1800,88.0,2,夏威夷商圈,南 北,20.454545454545453
LF1657977112788729856,2400,114.72,3,夏威夷商圈,南 北,20.92050209205021
LF1696816565804072960,1700,88.0,2,夏威夷商圈,南 北,19.318181818181817
LF1697113224974958592,2200,88.0,2,夏威夷商圈,南 北,25.0
LF1697205572576739328,1500,85.33,3,夏威夷商圈,南 北,17.57881167233095
LF1697137182751326208,1600,93.57,2,夏威夷商圈,南,17.099497702254997
LF1697165561680625664,1600,88.0,2,夏威夷商圈,西南,18.181818181818183
LF1697460919388340224,1300,72.0,2,夏威夷商圈,南,18.055555555555557
LF1697463881640706048,1500,88.0,2,夏威夷商圈,南 北,17.045454545454547
LF1693164750931755008,1400,53.67,1,夏威夷商圈,南,26.085336314514624
LF1693184759418585088,1200,93.0,2,夏威夷商圈,南,12.903225806451612
LF1693849746474532864,1500,54.0,1,夏威夷商圈,南,27.77777777777778
LF1658818935102898176,1500,75.0,2,夏威夷商圈,南,20.0
LF1659828885228879872,1700,90.0,2,夏威夷商圈,西南,18.88888888888889
LF1694945921319567360,1800,88.3,2,夏威夷商圈,南,20.385050962627407
LF1662801093639274496,1800,88.0,2,夏威夷商圈,东南,20.454545454545453
LF1697889121571176448,2300,88.18,2,夏威夷商圈,南 北,26.08301202086641
LF1698595019843174400,1400,90.0,2,夏威夷商圈,南 西 北,15.555555555555555
LF1698602895554904064,1000,45.0,1,夏威夷商圈,南,22.22222222222222
LF1695285488593666048,1800,91.0,2,夏威夷商圈,南,19.78021978021978
LF1695295896180228096,1450,52.82,1,夏威夷商圈,南,27.451722832260508
LF1695301767148863488,1600,93.22,2,夏威夷商圈,南,17.163698777086463
LF1695444162750447616,1500,89.96,2,夏威夷商圈,南 北,16.674077367718986
LF1695402207144312832,1000,43.0,1,夏威夷商圈,北,23.25581395348837
LF1695627991196893184,1300,72.0,2,夏威夷商圈,南,18.055555555555557
LF1695665090574942208,700,32.45,1,夏威夷商圈,东南,21.571648690292758
LF1696091530999103488,1900,88.0,2,夏威夷商圈,南 北,21.59090909090909
LF1663542700273565696,1600,90.0,3,夏威夷商圈,南 北,17.77777777777778
LF1663829487906717696,1800,115.0,3,夏威夷商圈,南 北,15.652173913043478
LF1664155458954330112,1300,41.0,1,夏威夷商圈,南,31.70731707317073
LF1684016618197221376,1500,90.0,2,夏威夷商圈,南 北,16.666666666666668
LF1684076664100749312,1550,88.0,2,夏威夷商圈,南,17.613636363636363
LF1684606687245238272,1700,88.0,2,夏威夷商圈,南 北,19.318181818181817
LF1679341086620778496,1500,92.0,2,夏威夷商圈,南,16.304347826086957
LF1679072981373943808,1400,89.0,2,夏威夷商圈,南 北,15.730337078651685
LF1679714707348389888,2000,86.0,2,夏威夷商圈,南 北,23.25581395348837
LF1701785542754041856,1800,88.0,2,夏威夷商圈,南 北,20.454545454545453
LF1701549549681639424,1700,88.0,2,夏威夷商圈,南 北,19.318181818181817
LF1696751910104596480,2000,71.0,2,夏威夷商圈,南,28.169014084507044
LF1697089595100889088,3000,130.0,4,夏威夷商圈,南 北,23.076923076923077
LF1664464934169214976,1400,88.0,2,夏威夷商圈,南,15.909090909090908
LF1664476675368288256,1200,51.95,1,夏威夷商圈,西 北,23.099133782483154
LF1664825016392351744,1500,95.0,2,夏威夷商圈,南,15.789473684210526
LF1664861775213887488,1600,57.0,1,夏威夷商圈,南,28.07017543859649
LF1699014228981055488,1600,90.0,2,夏威夷商圈,南,17.77777777777778
LF1699048753622679552,2300,120.0,3,夏威夷商圈,南 北,19.166666666666668
LF1699322884528275456,1500,83.0,2,夏威夷商圈,南 北,18.072289156626507
LF1699306987646353408,1500,86.6,2,夏威夷商圈,南 北,17.321016166281755
LF1699315491652239360,1600,88.57,2,夏威夷商圈,南,18.064807496895114
LF1699783068392357888,2000,123.0,3,夏威夷商圈,南 北,16.260162601626018
LF1699686389387362304,1100,40.21,1,夏威夷商圈,南,27.356379010196466
LF1700001943281205248,1500,88.0,2,夏威夷商圈,南 北,17.045454545454547
LF1700361829840060416,2300,89.94,2,夏威夷商圈,南 北,25.572603958194353
LF1696490451177046016,2300,86.0,2,夏威夷商圈,南,26.74418604651163
LF1697879042893545472,2200,87.56,2,夏威夷商圈,南,25.125628140703515
LF1698572462628798464,2800,128.58,3,夏威夷商圈,南 北,21.776326022709593
LF1698682702883979264,2500,106.0,2,夏威夷商圈,南 北,23.58490566037736
LF1701871748699389952,5000,208.61,4,夏威夷商圈,南 北,23.968170269881597
LF1701916079950921728,1200,90.0,2,夏威夷商圈,西南,13.333333333333334
LF1702996141886406656,1300,89.9,2,夏威夷商圈,西南,14.460511679644048
LF1702982910874746880,1200,40.21,1,夏威夷商圈,南,29.843322556577967
LF1702971530062856192,1800,118.0,2,夏威夷商圈,南 北,15.254237288135593
LF1703249049626345472,1000,44.0,1,夏威夷商圈,南,22.727272727272727
LF1703316428871958528,1800,86.0,2,夏威夷商圈,南 北,20.930232558139537
LF1699000877513179136,2000,90.0,2,夏威夷商圈,南 北,22.22222222222222
LF1699019557772984320,700,46.0,1,夏威夷商圈,北,15.217391304347826
LF1699346128744480768,1900,123.0,3,夏威夷商圈,南,15.447154471544716
LF1699344366134362112,1500,91.0,2,夏威夷商圈,南,16.483516483516482
LF1699623289975996416,1000,44.0,1,夏威夷商圈,北,22.727272727272727
LF1667154802540281856,1200,57.22,1,夏威夷商圈,南,20.971688220901783
LF1699641656770297856,1400,90.0,2,夏威夷商圈,南,15.555555555555555
LF1667898046031069184,1600,89.0,2,夏威夷商圈,南,17.97752808988764
LF1668167785399713792,1500,86.97,2,夏威夷商圈,南 北,17.247326664367023
LF1668495973791301632,1600,57.0,1,夏威夷商圈,南,28.07017543859649
LF1703617786900643840,1300,88.9,2,夏威夷商圈,南 北,14.623172103487063
LF1703966922946641920,2100,90.92,2,夏威夷商圈,南,23.09722833260009
LF1700455709981802496,1300,98.0,2,夏威夷商圈,东南,13.26530612244898
LF1701064891026112512,1100,52.8,1,夏威夷商圈,东北,20.833333333333336
LF1669195959990484992,1400,57.0,1,夏威夷商圈,南,24.56140350877193
LF1669195614329503744,2500,123.43,3,夏威夷商圈,东南,20.254395203759216
LF1669213698952003584,1600,105.0,2,夏威夷商圈,南 北,15.238095238095237
LF1669318713867763712,1500,93.22,2,夏威夷商圈,南,16.090967603518557
LF1669583048200421376,2000,105.0,3,夏威夷商圈,南 北,19.047619047619047
LF1669613537783185408,1500,89.0,2,夏威夷商圈,南 北,16.853932584269664
LF1670373086609801216,2500,121.0,3,夏威夷商圈,南 北,20.66115702479339
LF1670631271828553728,2300,128.0,3,夏威夷商圈,南 北,17.96875
LF1704373446860865536,900,54.0,1,夏威夷商圈,北,16.666666666666668
LF1608044864925073408,5200,168.51,4,夏威夷商圈,南 北,30.85870274761142
LF1609402366526750720,1900,88.9,2,夏威夷商圈,南 北,21.37232845894263
LF1609841429188706304,1800,86.25,2,夏威夷商圈,南 北,20.869565217391305
LF1610225293736280064,1800,88.0,2,夏威夷商圈,南 北,20.454545454545453
LF1574714383097921536,2200,130.0,4,夏威夷商圈,南 北,16.923076923076923
LF1704701405404594176,1600,88.26,2,夏威夷商圈,南 北,18.12825742125538
LF1704718181718818816,1500,100.0,2,夏威夷商圈,南 北,15.0
LF1704737579628232704,1000,89.0,2,夏威夷商圈,东南,11.235955056179776
LF1705102410269065216,2200,88.0,2,夏威夷商圈,南 北,25.0
LF1705426965323841536,1200,62.9,1,夏威夷商圈,南,19.07790143084261
LF1700810402994061312,850,42.37,1,夏威夷商圈,东北,20.06136417276375
LF1701450020361863168,1900,87.0,2,夏威夷商圈,南 北,21.839080459770116
LF1701505837316440064,1300,52.39,1,夏威夷商圈,南,24.81389578163772
LF1701849959701151744,2650,103.0,3,夏威夷商圈,南,25.728155339805824
LF1672505931516084224,1300,45.0,1,夏威夷商圈,南,28.88888888888889
LF1620751863232069632,1500,71.0,2,夏威夷商圈,南,21.12676056338028
LF1590921489324965888,1800,86.97,2,夏威夷商圈,南,20.696791997240428
LF1592807617913159680,2600,126.0,3,夏威夷商圈,南 北,20.634920634920636
LF1646352718064779264,1500,89.6,2,夏威夷商圈,南,16.74107142857143
LF1646369936227958784,1400,92.0,2,夏威夷商圈,南,15.217391304347826
LF1647523986667470848,1500,92.0,2,夏威夷商圈,南,16.304347826086957
LF1647863603463716864,1600,76.0,2,夏威夷商圈,南,21.05263157894737
LF1655050267336376320,1900,88.0,2,夏威夷商圈,南,21.59090909090909
LF1656127196420374528,1600,82.46,2,夏威夷商圈,南,19.40334707737085
LF1656911901843521536,2100,88.0,2,夏威夷商圈,南 北,23.863636363636363
LF1650011837237821440,1800,85.0,4,夏威夷商圈,南,21.176470588235293
LF1657029480708833280,1600,87.15,2,夏威夷商圈,西南,18.35915088927137
LF1657315093647458304,2500,89.27,2,夏威夷商圈,南 北,28.00492886748068
LF1658417069454000128,1500,71.24,2,夏威夷商圈,南,21.055586749017408
LF1659051192463917056,1200,76.0,2,夏威夷商圈,南,15.789473684210526
LF1656950750418305024,1500,91.77,2,夏威夷商圈,南 北,16.345210853220006
LF1656988840985886720,1700,57.0,1,夏威夷商圈,南,29.82456140350877
LF1656896478725013504,1400,88.1,2,夏威夷商圈,南 北,15.891032917139615
LF1656539662296023040,1500,57.14,1,夏威夷商圈,南,26.251312565628282
LF1656569543755038720,3000,136.73,3,夏威夷商圈,南 北,21.941051707745192
LF1648662115730325504,1400,87.0,2,夏威夷商圈,南,16.091954022988507
LF1648900126552358912,2200,88.0,2,夏威夷商圈,南 北,25.0
LF1648926026845126656,1800,87.0,2,夏威夷商圈,南 北,20.689655172413794
LF1649338292371456000,1600,57.0,1,夏威夷商圈,南,28.07017543859649
LF1649978006808035328,1350,53.0,1,夏威夷商圈,南,25.471698113207548
LF1650820705526218752,1750,86.78,2,夏威夷商圈,南,20.16593685180917
LF1652256162151661568,2200,89.0,2,夏威夷商圈,南 北,24.719101123595507
LF1653050431808471040,900,43.0,1,夏威夷商圈,北,20.930232558139537
LF1653406773089927168,1200,76.0,2,夏威夷商圈,南,15.789473684210526
LF1659101737937534976,1500,90.0,2,夏威夷商圈,南 北,16.666666666666668
LF1659369647209709568,1200,55.0,1,夏威夷商圈,南,21.818181818181817
LF1659852134310477824,1600,88.0,2,夏威夷商圈,南 北,18.181818181818183
LF1660504153824165888,1700,89.0,2,夏威夷商圈,南 北,19.10112359550562
LF1653678645845164032,1700,57.07,1,夏威夷商圈,南,29.787979674084458
LF1654093564281356288,2000,87.72,2,夏威夷商圈,南 北,22.79981760145919
LF1654031365332533248,1700,91.72,2,夏威夷商圈,南 北,18.53467073702573
LF1654485517024100352,1500,77.0,2,夏威夷商圈,南,19.48051948051948
LF1655456154437812224,1800,91.0,2,夏威夷商圈,南 北,19.78021978021978
LF2862298316740771840,1500,87.0,2,夏威夷商圈,南 北,17.24137931034483
LF1661598400044335104,1600,57.0,1,夏威夷商圈,南,28.07017543859649
LF1661959383354966016,3800,139.2,3,夏威夷商圈,南 北,27.298850574712645
LF1661936907006771200,1450,57.0,1,夏威夷商圈,南,25.43859649122807
LF1661679907433873408,1900,86.0,2,夏威夷商圈,南 北,22.093023255813954
LF1663092601504399360,2500,88.0,2,夏威夷商圈,南 北,28.40909090909091
LF1663410950704726016,3000,126.92,3,夏威夷商圈,南 北,23.63693665300977
LF1663523413819392000,1650,97.0,2,夏威夷商圈,东南,17.010309278350515
LF1656153259473108992,2100,123.0,3,夏威夷商圈,南 西南,17.073170731707318
LF1656273999560179712,1400,53.0,1,夏威夷商圈,南,26.41509433962264
LF1665586629395349504,2200,128.0,3,夏威夷商圈,南 北,17.1875
LF1665662205791567872,1200,54.0,1,夏威夷商圈,南,22.22222222222222
LF1665661096427520000,1500,92.67,2,夏威夷商圈,南 北,16.186468112657817
LF1584187824888872960,1300,75.53,2,夏威夷商圈,南,17.21170395869191
LF1671724957614211072,1600,89.0,2,夏威夷商圈,南,17.97752808988764
LF1584828846991998976,2700,128.58,3,夏威夷商圈,南 北,20.99860009332711
LF1672111178710515712,1800,90.0,2,夏威夷商圈,南 北,20.0
LF2900917840028901376,1600,61.2,1,夏威夷商圈,东北,26.143790849673202
LF2900729040531374080,1800,88.0,2,夏威夷商圈,南,20.454545454545453
LF2901482952145764352,1500,90.99,2,夏威夷商圈,南,16.485328058028355
LF2905840707434717184,1500,88.0,2,夏威夷商圈,南,17.045454545454547
LF1665652171045076992,1800,87.0,2,夏威夷商圈,东南,20.689655172413794
LF1666011531235557376,1550,57.05,1,夏威夷商圈,南,27.169149868536373
LF1666658614149906432,1500,67.85,2,夏威夷商圈,东北,22.107590272660282
LF1666781444745199616,1400,88.0,2,夏威夷商圈,南 北,15.909090909090908
LF1666807530182934528,1300,53.71,1,夏威夷商圈,南 北,24.204058834481476
LF1667160492361121792,1000,43.0,1,夏威夷商圈,北,23.25581395348837
LF1659401233871405056,1400,93.0,2,夏威夷商圈,东南,15.053763440860216
LF1640689925265293312,1200,57.03,1,夏威夷商圈,南,21.041557075223565
LF1641374587268628480,1600,76.03,2,夏威夷商圈,南,21.04432460870709
LF2754253090973548544,2900,110.0,3,夏威夷商圈,南 北,26.363636363636363
LF2779745206851862528,2500,123.0,3,夏威夷商圈,西南,20.32520325203252
LF1659778431006539776,1500,90.87,2,夏威夷商圈,南 北,16.50709805216243
LF1659517092317102080,1100,53.0,1,夏威夷商圈,南,20.754716981132077
LF1659889085164027904,1500,87.38,2,夏威夷商圈,南,17.166399633783474
LF1660607312714268672,1600,89.0,2,夏威夷商圈,东南,17.97752808988764
LF1661009998538342400,1800,87.96,2,夏威夷商圈,南 北,20.463847203274216
LF1661246990765260800,1500,57.03,1,夏威夷商圈,南,26.301946344029457
LF1660844063630295040,1900,90.87,2,夏威夷商圈,南 北,20.90899086607241
LF1567779020601294848,1400,87.0,2,夏威夷商圈,南 西南,16.091954022988507
LF1570011202682093568,2000,88.0,2,夏威夷商圈,南 北,22.727272727272727
LF1570242566249512960,2100,88.29,2,夏威夷商圈,南,23.785253143051307
LF1656580057210028032,1600,70.0,2,夏威夷商圈,南 北,22.857142857142858
LF1657256152699764736,1300,48.13,1,夏威夷商圈,南,27.010180760440473
LF2883944750954577920,2300,88.0,2,夏威夷商圈,南 北,26.136363636363637
LF2887077789155205120,1600,75.0,2,夏威夷商圈,南 北,21.333333333333332
LF2886930063981821952,1800,90.87,2,夏威夷商圈,南 北,19.808517662594916
LF1571356111502573568,1900,87.52,2,夏威夷商圈,南 北,21.70932358318099
LF1667385375003246592,2500,126.9,3,夏威夷商圈,南 北,19.70055161544523
LF1667810623993413632,1600,87.39,2,夏威夷商圈,南 北,18.30873097608422
LF1590577414075842560,2200,93.0,2,夏威夷商圈,南 北,23.655913978494624
LF1672519535762079744,1700,92.67,2,夏威夷商圈,南 西 北,18.344663861012194
LF1672524166848315392,2500,90.0,2,夏威夷商圈,南,27.77777777777778
LF1672574067342835712,1400,87.51,2,夏威夷商圈,南,15.99817163752714
LF1667537159017463808,3200,136.0,3,夏威夷商圈,南 北,23.529411764705884
LF1667846327729389568,1500,86.23,2,夏威夷商圈,东南 南,17.39533804940276
LF1668210801866964992,3000,103.36,2,夏威夷商圈,南 北,29.024767801857585
LF1654334615487250432,1500,93.0,2,夏威夷商圈,南,16.129032258064516
LF1654697738496901120,1500,88.18,2,夏威夷商圈,南 北,17.010660013608526
LF1654718251109711872,1000,52.0,1,夏威夷商圈,北,19.23076923076923
LF1668881229534986240,2800,103.88,3,夏威夷商圈,南 北,26.954177897574127
LF1668960724061257728,1700,57.0,1,夏威夷商圈,南,29.82456140350877
LF1601457087160778752,1550,93.0,2,夏威夷商圈,南,16.666666666666668
LF1602254714282442752,1800,89.96,2,夏威夷商圈,南,20.008892841262785
LF1604036108570591232,1500,89.0,2,夏威夷商圈,南,16.853932584269664
LF1674730021127716864,1700,88.0,2,夏威夷商圈,南 北,19.318181818181817
LF1674972832188071936,1700,84.0,2,夏威夷商圈,南,20.238095238095237
LF1674799792200351744,2600,126.0,3,夏威夷商圈,南 北,20.634920634920636
LF1669201431640408064,2000,88.3,2,夏威夷商圈,南,22.650056625141563
LF1669615744574291968,1300,57.0,1,夏威夷商圈,南,22.80701754385965
LF1669718460508143616,1600,87.0,2,夏威夷商圈,南 北,18.39080459770115
LF1669985255810924544,2500,88.0,2,夏威夷商圈,南 北,28.40909090909091
LF1669974183288766464,1400,57.0,1,夏威夷商圈,南,24.56140350877193
LF1669944737123008512,2100,88.0,2,夏威夷商圈,南 北,23.863636363636363
LF1646714628488560640,1500,60.0,1,夏威夷商圈,南,25.0
LF1633059675672936448,1700,127.0,1,夏威夷商圈,南 北,13.385826771653543
LF1633842468925472768,1600,90.15,2,夏威夷商圈,南 北,17.748197448696615
LF1634756713632497664,2200,86.83,2,夏威夷商圈,南 北,25.336865138776922
LF1635569492819968000,1600,97.15,2,夏威夷商圈,西南,16.46937725167267
LF1647114472873000960,1700,90.0,2,夏威夷商圈,南,18.88888888888889
LF1670727545705725952,1500,61.0,1,夏威夷商圈,东北,24.59016393442623
LF1670748649669263360,1200,53.0,1,夏威夷商圈,南,22.641509433962263
LF1671128159854002176,2300,88.04,2,夏威夷商圈,南 北,26.124488868696044
LF1671004769012940800,1900,113.11,3,夏威夷商圈,南 北,16.797807444080984
LF1675462388339441664,1500,57.0,1,夏威夷商圈,南,26.31578947368421
LF1676077377714651136,1500,86.97,2,夏威夷商圈,东南,17.247326664367023
LF1676878464931594240,1450,83.0,2,夏威夷商圈,南,17.46987951807229
LF1671395513510920192,1500,76.0,2,夏威夷商圈,南 北,19.736842105263158
LF1648298720103497728,1600,88.45,2,夏威夷商圈,南,18.089315997738836
LF1648235977199583232,1900,86.0,2,夏威夷商圈,南 北,22.093023255813954
LF1648221580221743104,2200,103.88,3,夏威夷商圈,南 东北,21.17828263380824
LF1647911843290677248,1700,90.0,2,夏威夷商圈,东南,18.88888888888889
LF1649391370063839232,1200,51.95,1,夏威夷商圈,北,23.099133782483154
LF1636962798384709632,2400,88.0,2,夏威夷商圈,南,27.272727272727273
LF1637743541239152640,1600,61.0,1,夏威夷商圈,东北,26.229508196721312
LF1637366971047608320,2300,125.0,3,夏威夷商圈,西南,18.4
LF1637046703771090944,1500,57.03,1,夏威夷商圈,南,26.301946344029457
LF1637674084487659520,1800,87.0,2,夏威夷商圈,南 北,20.689655172413794
LF1635513717779070976,1400,53.0,1,夏威夷商圈,西北,26.41509433962264
LF1639951944787165184,2000,89.0,3,夏威夷商圈,南,22.471910112359552
LF1639585842378833920,1300,57.03,1,夏威夷商圈,南,22.79502016482553
LF1639820391339786240,1300,57.03,1,夏威夷商圈,南,22.79502016482553
LF1642767150735163392,1500,91.0,2,夏威夷商圈,南 北,16.483516483516482
LF1642151250105466880,1400,97.15,2,夏威夷商圈,东 南,14.410705095213586
LF1642777374879645696,1300,52.14,1,夏威夷商圈,南,24.932873034138858
LF1643815170515927040,1800,88.0,2,夏威夷商圈,南 北,20.454545454545453
LF1644929643892965376,1700,89.0,2,夏威夷商圈,南 北,19.10112359550562
LF1645041066266591232,1200,47.0,1,夏威夷商圈,北,25.53191489361702
LF1645293746201296896,1600,52.39,1,夏威夷商圈,南,30.540179423554115
LF1645421110860185600,2100,88.0,2,夏威夷商圈,南 北,23.863636363636363
LF1645632308822147072,1400,52.39,1,夏威夷商圈,南,26.72265699560985
LF1645644620282986496,2000,87.0,2,夏威夷商圈,南 北,22.988505747126435
LF1652624446558568448,1600,87.15,2,夏威夷商圈,南,18.35915088927137
LF1652981351705477120,1600,93.0,2,夏威夷商圈,南,17.204301075268816
LF1653268542377689088,1000,80.0,2,夏威夷商圈,南,12.5
LF1653593709922484224,1100,52.0,1,夏威夷商圈,西南,21.153846153846153
LF1654315561460432896,1600,72.0,2,夏威夷商圈,南,22.22222222222222
LF1712304948185661440,2000,87.0,2,夏威夷商圈,南 北,22.988505747126435
LF1711957410765078528,2000,115.0,3,夏威夷商圈,南 北,17.391304347826086
