ID,租金,面积,房型,板块,朝向
LF1578250902718906368,1200,84.0,2,固安,南 北
LF1577969233352982528,1100,90.58,2,固安,南
LF1579415492735533056,1500,131.0,4,固安,南 北
LF1579331367370489856,1400,95.0,3,固安,南 北
LF1579306772856832000,1000,80.0,2,固安,南
LF1579348199607369728,1100,113.0,3,固安,南 北
LF1625460973257097216,1200,80.0,2,固安,南 北
LF1625695623963475968,1000,57.0,1,固安,西南
LF1625690423689216000,1200,86.0,2,固安,南
LF1625455145007448064,1000,83.0,2,固安,南
LF1625741845357133824,1300,85.0,2,固安,南 北
LF1626195777850179584,2200,127.17,4,固安,南 北
LF1600480008420196352,1100,92.0,2,固安,南 北
LF1603966928647356416,1500,130.0,3,固安,南 北
LF1603580176770269184,1000,89.0,2,固安,南
LF1604791913825697792,1200,82.3,2,固安,南
LF1605072041361276928,1600,105.0,3,固安,南 北
LF1605065592367218688,1600,80.71,2,固安,南 北
LF1605103136987414528,1100,90.0,2,固安,南
LF1605750015362334720,1350,90.0,2,固安,南
LF1605112925972856832,1200,88.0,2,固安,南
LF1605520933513068544,1200,66.0,1,固安,南
LF1606125871721086976,800,71.0,1,固安,南 北
LF1606591624173846528,900,94.67,3,固安,东南 北
LF1606529833049784320,1100,90.0,2,固安,南 北
LF1572908473388105728,1000,85.0,2,固安,南
LF1573185092979785728,800,93.36,3,固安,南 北
LF1573186885142970368,1000,138.0,3,固安,南 北
LF1573186336393789440,1000,138.0,3,固安,南 北
LF1573634394227212288,950,88.0,2,固安,南 西 北
LF1573533540887298048,1200,89.6,3,固安,南 北
LF1572908473388105728,1000,85.0,2,固安,南
LF1573185092979785728,800,93.36,3,固安,南 北
LF1573186885142970368,1000,138.0,3,固安,南 北
LF1573186336393789440,1000,138.0,3,固安,南 北
LF1573634394227212288,950,88.0,2,固安,南 西 北
LF1573533540887298048,1200,89.6,3,固安,南 北
LF1626523528712945664,1300,103.0,4,固安,南
LF1626880638583832576,1500,90.0,3,固安,南 北
LF1626856601451233280,1200,90.0,2,固安,南 北
LF1626907764104101888,1200,85.0,2,固安,南
LF1625795968785973248,1200,84.0,2,固安,南
LF1626108250736820224,1300,90.0,2,固安,南 北
LF1626074727627882496,1200,90.0,2,固安,南 北
LF1626133209009881088,1200,89.0,2,固安,南 北
LF1626153956927340544,1400,86.0,2,固安,南
LF1627272847548219392,1200,86.0,2,固安,南
LF1627242555085160448,1500,85.74,3,固安,南 北
LF1574686232636555264,1100,92.68,3,固安,东南
LF1574614344648359936,1000,85.0,2,固安,南 北
LF1575103270613942272,1600,83.0,2,固安,南
LF1575337376102744064,1300,88.0,3,固安,南 北
LF1575806207724093440,900,91.0,2,固安,南 北
LF1575805290413031424,1200,86.0,2,固安,南 北
LF1576111779564486656,950,92.0,2,固安,南 北
LF1576165141127364608,900,80.0,2,固安,南
LF1576818757983010816,1000,67.0,1,固安,南
LF1576540618027433984,4000,230.0,3,固安,南 北
LF1576429319603879936,1100,80.0,2,固安,南 北
LF1576903219710263296,1100,90.47,2,固安,南 北
LF1577225272283889664,2000,250.0,5,固安,南 北
LF1577609192808644608,1500,85.0,3,固安,南 北
LF1577631020432228352,900,75.0,1,固安,南
LF1574686232636555264,1100,92.68,3,固安,东南
LF1574614344648359936,1000,85.0,2,固安,南 北
LF1575103270613942272,1600,83.0,2,固安,南
LF1575337376102744064,1300,88.0,3,固安,南 北
LF1575806207724093440,900,91.0,2,固安,南 北
LF1575805290413031424,1200,86.0,2,固安,南 北
LF1576111779564486656,950,92.0,2,固安,南 北
LF1576165141127364608,900,80.0,2,固安,南
LF1576818757983010816,1000,67.0,1,固安,南
LF1576540618027433984,4000,230.0,3,固安,南 北
LF1576429319603879936,1100,80.0,2,固安,南 北
LF1577884359958986752,1300,84.0,2,固安,南 北
LF1577857820794028032,1400,87.0,2,固安,南 北
LF1577854551266951168,1300,85.0,2,固安,南
LF1578250902718906368,1200,84.0,2,固安,南 北
LF1577969233352982528,1100,90.58,2,固安,南
LF1579415492735533056,1500,131.0,4,固安,南 北
LF1579331367370489856,1400,95.0,3,固安,南 北
LF1579306772856832000,1000,80.0,2,固安,南
LF1579348199607369728,1100,113.0,3,固安,南 北
LF1576903219710263296,1100,90.47,2,固安,南 北
LF1577225272283889664,2000,250.0,5,固安,南 北
LF1577609192808644608,1500,85.0,3,固安,南 北
LF1577631020432228352,900,75.0,1,固安,南
LF1577884359958986752,1300,84.0,2,固安,南 北
LF1577857820794028032,1400,87.0,2,固安,南 北
LF1577854551266951168,1300,85.0,2,固安,南
LF1578250902718906368,1200,84.0,2,固安,南 北
LF1577969233352982528,1100,90.58,2,固安,南
LF1579415492735533056,1500,131.0,4,固安,南 北
LF1579331367370489856,1400,95.0,3,固安,南 北
LF1579306772856832000,1000,80.0,2,固安,南
LF1579348199607369728,1100,113.0,3,固安,南 北
LF1625460973257097216,1200,80.0,2,固安,南 北
LF1625695623963475968,1000,57.0,1,固安,西南
LF1625690423689216000,1200,86.0,2,固安,南
LF1625455145007448064,1000,83.0,2,固安,南
LF1625741845357133824,1300,85.0,2,固安,南 北
LF1625460973257097216,1200,80.0,2,固安,南 北
LF1625695623963475968,1000,57.0,1,固安,西南
LF1625690423689216000,1200,86.0,2,固安,南
LF1625455145007448064,1000,83.0,2,固安,南
LF1625741845357133824,1300,85.0,2,固安,南 北
LF1626195777850179584,2200,127.17,4,固安,南 北
LF1593171442030084096,1200,89.0,2,固安,南 北
LF1593186625439924224,1500,130.0,3,固安,南 北
LF1593103365498208256,2200,90.0,3,固安,南 北
LF1668529902325858304,1100,89.0,2,固安,南
LF1668521033889480704,1000,65.0,1,固安,东 北
LF1593594220373868544,1100,80.0,2,固安,南 北
LF1626195777850179584,2200,127.17,4,固安,南 北
LF1600480008420196352,1100,92.0,2,固安,南 北
LF1603966928647356416,1500,130.0,3,固安,南 北
LF1603580176770269184,1000,89.0,2,固安,南
LF1604791913825697792,1200,82.3,2,固安,南
LF1605072041361276928,1600,105.0,3,固安,南 北
LF1605065592367218688,1600,80.71,2,固安,南 北
LF1605103136987414528,1100,90.0,2,固安,南
LF1605750015362334720,1350,90.0,2,固安,南
LF1605112925972856832,1200,88.0,2,固安,南
LF1605520933513068544,1200,66.0,1,固安,南
LF1606125871721086976,800,71.0,1,固安,南 北
LF1606591624173846528,900,94.67,3,固安,东南 北
LF1606529833049784320,1100,90.0,2,固安,南 北
LF1600480008420196352,1100,92.0,2,固安,南 北
LF1603966928647356416,1500,130.0,3,固安,南 北
LF1603580176770269184,1000,89.0,2,固安,南
LF1604791913825697792,1200,82.3,2,固安,南
LF1605072041361276928,1600,105.0,3,固安,南 北
LF1605065592367218688,1600,80.71,2,固安,南 北
LF1605103136987414528,1100,90.0,2,固安,南
LF1605750015362334720,1350,90.0,2,固安,南
LF1605112925972856832,1200,88.0,2,固安,南
LF1605520933513068544,1200,66.0,1,固安,南
LF1606125871721086976,800,71.0,1,固安,南 北
LF1606591624173846528,900,94.67,3,固安,东南 北
LF1593870762685497344,900,47.0,1,固安,北
LF1668831317044756480,1500,93.0,3,固安,南
LF1668850176669777920,1000,52.0,1,固安,北
LF1594639782070190080,1000,82.0,2,固安,南
LF1594985246162419712,1100,100.0,3,固安,南 北
LF1595020712903442432,800,94.45,3,固安,南 西北
LF1668961312064929792,4500,200.0,3,固安,南 北
LF1668967764884193280,1200,78.0,2,固安,南 北
LF1597902010068238336,1300,86.0,2,固安,南 北
LF1596335447036919808,1100,85.0,2,固安,南
LF1603703074306654208,1100,90.0,2,固安,南 北
LF1673657374503600128,1200,92.0,2,固安,南 北
LF1673673000475426816,1300,88.33,2,固安,南 北
LF1673876406292971520,1100,102.0,2,固安,南 北
LF1673719704511840256,1200,81.0,2,固安,南
LF1673888251485618176,800,50.0,1,固安,南
LF1626523528712945664,1300,103.0,4,固安,南
LF1626880638583832576,1500,90.0,3,固安,南 北
LF1626856601451233280,1200,90.0,2,固安,南 北
LF1626907764104101888,1200,85.0,2,固安,南
LF1625795968785973248,1200,84.0,2,固安,南
LF1626108250736820224,1300,90.0,2,固安,南 北
LF1626074727627882496,1200,90.0,2,固安,南 北
LF1626133209009881088,1200,89.0,2,固安,南 北
LF1626153956927340544,1400,86.0,2,固安,南
LF1627272847548219392,1200,86.0,2,固安,南
LF1627242555085160448,1500,85.74,3,固安,南 北
LF1606529833049784320,1100,90.0,2,固安,南 北
LF1626523528712945664,1300,103.0,4,固安,南
LF1626880638583832576,1500,90.0,3,固安,南 北
LF1626856601451233280,1200,90.0,2,固安,南 北
LF1626907764104101888,1200,85.0,2,固安,南
LF1625795968785973248,1200,84.0,2,固安,南
LF1626108250736820224,1300,90.0,2,固安,南 北
LF1626074727627882496,1200,90.0,2,固安,南 北
LF1626133209009881088,1200,89.0,2,固安,南 北
LF1626153956927340544,1400,86.0,2,固安,南
LF1627272847548219392,1200,86.0,2,固安,南
LF1627242555085160448,1500,85.74,3,固安,南 北
LF1673886834003804160,1100,83.0,2,固安,南 北
LF1673909865187115008,1600,80.0,2,固安,南 北
LF1674392863548375040,1500,86.57,3,固安,南 北
LF1674357751414784000,900,81.0,2,固安,南
LF1674346380899909632,1300,110.0,3,固安,南 北
LF1674270451993411584,1500,115.0,3,固安,南 北
LF1674327360767262720,1000,1000.0,1,固安,南 北
LF1674302057948905472,850,50.0,1,固安,东
LF1649983841655324672,1200,80.0,2,固安,南 北
LF1650701383789182976,800,50.0,1,固安,南
LF2825340695605149696,1200,85.76,2,固安,南
LF2825914346495295488,1200,84.0,2,固安,南 北
LF2826191474067521536,1500,80.74,2,固安,南 北
LF2826599721261875200,800,50.38,1,固安,东
LF2825193377539301376,1100,56.0,1,固安,北
LF2825263369760538624,1500,80.0,2,固安,南 北
LF2829804119806443520,1100,90.0,2,固安,南 北
LF2828142313593634816,1100,89.6,2,固安,南 北
LF2828025491985285120,900,35.0,1,固安,南
LF2828109408817922048,1200,95.81,2,固安,南 北
LF2827607643710308352,1200,86.0,2,固安,南 北
LF2822508675749380096,900,55.0,1,固安,北
LF2821763254756311040,4500,167.0,4,固安,南 北
LF2822338063307644928,1000,67.6,2,固安,南 北
LF2823213628537176064,1500,90.0,2,固安,南 北
LF2823188243468787712,1500,110.0,3,固安,南 北
LF2823182082657239040,1100,86.0,2,固安,南 北
LF2834081887595798528,6000,257.0,4,固安,南 北
LF2834629749580496896,4000,250.0,5,固安,南 北
LF2832595279398567936,1200,123.0,3,固安,南 北
LF2833113170875793408,1800,85.0,2,固安,南 北
LF2830234413026525184,1300,110.0,3,固安,南 北
LF2831042672595312640,1200,91.0,2,固安,南 北
LF2831727658835394560,1500,85.0,3,固安,南 北
LF2831817943854358528,4500,275.0,4,固安,南 北
LF2832469620903395328,900,55.0,1,固安,东
LF2837638885524652032,1000,120.0,4,固安,南 北
LF2837563480922390528,1000,115.0,3,固安,西北
LF1572908473388105728,1000,85.0,2,固安,南
LF1573185092979785728,800,93.36,3,固安,南 北
LF1573186885142970368,1000,138.0,3,固安,南 北
LF1573186336393789440,1000,138.0,3,固安,南 北
LF1573634394227212288,950,88.0,2,固安,南 西 北
LF1573533540887298048,1200,89.6,3,固安,南 北
LF1574686232636555264,1100,92.68,3,固安,东南
LF1612389748653948928,2000,150.0,3,固安,南 北
LF1612444597869346816,1300,82.0,2,固安,南 北
LF1612664568645943296,2000,93.0,3,固安,南 北
LF1612669592822349824,1000,56.0,1,固安,南
LF1612710639527002112,1300,83.0,2,固安,南 北
LF1612732053499936768,1100,94.0,3,固安,南
LF1612389748653948928,2000,150.0,3,固安,南 北
LF1612444597869346816,1300,82.0,2,固安,南 北
LF1612664568645943296,2000,93.0,3,固安,南 北
LF1612669592822349824,1000,56.0,1,固安,南
LF1612710639527002112,1300,83.0,2,固安,南 北
LF1612732053499936768,1100,94.0,3,固安,南
LF1613097549818757120,1250,80.63,2,固安,南 北
LF1635142561255391232,1600,99.0,3,固安,南 北
LF1574614344648359936,1000,85.0,2,固安,南 北
LF1575103270613942272,1600,83.0,2,固安,南
LF1575337376102744064,1300,88.0,3,固安,南 北
LF1575806207724093440,900,91.0,2,固安,南 北
LF1575805290413031424,1200,86.0,2,固安,南 北
LF1576111779564486656,950,92.0,2,固安,南 北
LF1576165141127364608,900,80.0,2,固安,南
LF1576818757983010816,1000,67.0,1,固安,南
LF1576540618027433984,4000,230.0,3,固安,南 北
LF1576429319603879936,1100,80.0,2,固安,南 北
LF1576903219710263296,1100,90.47,2,固安,南 北
LF1577225272283889664,2000,250.0,5,固安,南 北
LF1577609192808644608,1500,85.0,3,固安,南 北
LF1577631020432228352,900,75.0,1,固安,南
LF1613097549818757120,1250,80.63,2,固安,南 北
LF1635142561255391232,1600,99.0,3,固安,南 北
LF1635113082315341824,1250,81.0,2,固安,南 北
LF1635162803515949056,1300,85.0,2,固安,南 北
LF1635232828008431616,2500,132.0,3,固安,南 北
LF1635251915505795072,2000,125.26,3,固安,南 北
LF1635495388985163776,4800,200.0,4,固安,南 北
LF1635612182420914176,1500,125.22,3,固安,南 北
LF1635597572892524544,1200,92.48,2,固安,南 北
LF1635587053691338752,1000,80.0,2,固安,南 北
LF1635637004207128576,1500,139.0,3,固安,南
LF1635956067655483392,1000,40.75,1,固安,西
LF1635843868723249152,1000,60.0,1,固安,南
LF1635896378003554304,1350,81.0,2,固安,南 北
LF1636229167785705472,900,79.0,2,固安,南
LF1635113082315341824,1250,81.0,2,固安,南 北
LF1635162803515949056,1300,85.0,2,固安,南 北
LF1635232828008431616,2500,132.0,3,固安,南 北
LF1635251915505795072,2000,125.26,3,固安,南 北
LF1635495388985163776,4800,200.0,4,固安,南 北
LF1635612182420914176,1500,125.22,3,固安,南 北
LF1635597572892524544,1200,92.48,2,固安,南 北
LF1635587053691338752,1000,80.0,2,固安,南 北
LF1635637004207128576,1500,139.0,3,固安,南
LF1635956067655483392,1000,40.75,1,固安,西
LF1635843868723249152,1000,60.0,1,固安,南
LF1572908473388105728,1000,85.0,2,固安,南
LF1573185092979785728,800,93.36,3,固安,南 北
LF1573186885142970368,1000,138.0,3,固安,南 北
LF1573186336393789440,1000,138.0,3,固安,南 北
LF1573634394227212288,950,88.0,2,固安,南 西 北
LF1577884359958986752,1300,84.0,2,固安,南 北
LF1577857820794028032,1400,87.0,2,固安,南 北
LF1577854551266951168,1300,85.0,2,固安,南
LF1578250902718906368,1200,84.0,2,固安,南 北
LF1577969233352982528,1100,90.58,2,固安,南
LF1579415492735533056,1500,131.0,4,固安,南 北
LF1579331367370489856,1400,95.0,3,固安,南 北
LF1579306772856832000,1000,80.0,2,固安,南
LF1579348199607369728,1100,113.0,3,固安,南 北
LF1636294879795478528,1100,70.0,2,固安,南
LF1637018850350333952,1200,80.0,2,固安,南
LF1636632193079967744,1200,85.72,2,固安,南 北
LF1636332150426959872,850,44.0,1,固安,南
LF1637819849755328512,1300,97.0,3,固安,南 北
LF1637729207259758592,1200,85.0,2,固安,南
LF1637418325694742528,1500,95.0,2,固安,南 北
LF1637669010839437312,2500,120.0,3,固安,南 北
LF1637646060035768320,1300,89.04,2,固安,南
LF1635896378003554304,1350,81.0,2,固安,南 北
LF1636229167785705472,900,79.0,2,固安,南
LF1636294879795478528,1100,70.0,2,固安,南
LF1637018850350333952,1200,80.0,2,固安,南
LF1636632193079967744,1200,85.72,2,固安,南 北
LF1636332150426959872,850,44.0,1,固安,南
LF1637819849755328512,1300,97.0,3,固安,南 北
LF1637729207259758592,1200,85.0,2,固安,南
LF1637418325694742528,1500,95.0,2,固安,南 北
LF1637669010839437312,2500,120.0,3,固安,南 北
LF1637646060035768320,1300,89.04,2,固安,南
LF1573533540887298048,1200,89.6,3,固安,南 北
LF1574686232636555264,1100,92.68,3,固安,东南
LF1574614344648359936,1000,85.0,2,固安,南 北
LF1575103270613942272,1600,83.0,2,固安,南
LF1575337376102744064,1300,88.0,3,固安,南 北
LF1575806207724093440,900,91.0,2,固安,南 北
LF1575805290413031424,1200,86.0,2,固安,南 北
LF1576111779564486656,950,92.0,2,固安,南 北
LF1576165141127364608,900,80.0,2,固安,南
LF1576818757983010816,1000,67.0,1,固安,南
LF1576540618027433984,4000,230.0,3,固安,南 北
LF1576429319603879936,1100,80.0,2,固安,南 北
LF1576903219710263296,1100,90.47,2,固安,南 北
LF1577225272283889664,2000,250.0,5,固安,南 北
LF1577609192808644608,1500,85.0,3,固安,南 北
LF1577631020432228352,900,75.0,1,固安,南
LF1577884359958986752,1300,84.0,2,固安,南 北
LF1577857820794028032,1400,87.0,2,固安,南 北
LF1577854551266951168,1300,85.0,2,固安,南
LF1578250902718906368,1200,84.0,2,固安,南 北
LF1577969233352982528,1100,90.58,2,固安,南
LF1579415492735533056,1500,131.0,4,固安,南 北
LF1579331367370489856,1400,95.0,3,固安,南 北
LF1579306772856832000,1000,80.0,2,固安,南
LF1579348199607369728,1100,113.0,3,固安,南 北
LF1612389748653948928,2000,150.0,3,固安,南 北
LF1612444597869346816,1300,82.0,2,固安,南 北
LF1612664568645943296,2000,93.0,3,固安,南 北
LF1612669592822349824,1000,56.0,1,固安,南
LF1612710639527002112,1300,83.0,2,固安,南 北
LF1612732053499936768,1100,94.0,3,固安,南
LF1613097549818757120,1250,80.63,2,固安,南 北
LF1635142561255391232,1600,99.0,3,固安,南 北
LF1635113082315341824,1250,81.0,2,固安,南 北
LF1635162803515949056,1300,85.0,2,固安,南 北
LF1635232828008431616,2500,132.0,3,固安,南 北
LF1635251915505795072,2000,125.26,3,固安,南 北
LF1635495388985163776,4800,200.0,4,固安,南 北
LF1635612182420914176,1500,125.22,3,固安,南 北
LF1635597572892524544,1200,92.48,2,固安,南 北
LF1635587053691338752,1000,80.0,2,固安,南 北
LF1635637004207128576,1500,139.0,3,固安,南
LF1635956067655483392,1000,40.75,1,固安,西
LF1635843868723249152,1000,60.0,1,固安,南
LF1635896378003554304,1350,81.0,2,固安,南 北
LF1625460973257097216,1200,80.0,2,固安,南 北
LF1625695623963475968,1000,57.0,1,固安,西南
LF1625690423689216000,1200,86.0,2,固安,南
LF1625455145007448064,1000,83.0,2,固安,南
LF1625741845357133824,1300,85.0,2,固安,南 北
LF1626195777850179584,2200,127.17,4,固安,南 北
LF1600480008420196352,1100,92.0,2,固安,南 北
LF1603966928647356416,1500,130.0,3,固安,南 北
LF1636229167785705472,900,79.0,2,固安,南
LF1636294879795478528,1100,70.0,2,固安,南
LF1637018850350333952,1200,80.0,2,固安,南
LF1636632193079967744,1200,85.72,2,固安,南 北
LF1636332150426959872,850,44.0,1,固安,南
LF1637819849755328512,1300,97.0,3,固安,南 北
LF1637729207259758592,1200,85.0,2,固安,南
LF1637418325694742528,1500,95.0,2,固安,南 北
LF1637669010839437312,2500,120.0,3,固安,南 北
LF1637646060035768320,1300,89.04,2,固安,南
LF1603580176770269184,1000,89.0,2,固安,南
LF1604791913825697792,1200,82.3,2,固安,南
LF1605072041361276928,1600,105.0,3,固安,南 北
LF1605065592367218688,1600,80.71,2,固安,南 北
LF1605103136987414528,1100,90.0,2,固安,南
LF1605750015362334720,1350,90.0,2,固安,南
LF1605112925972856832,1200,88.0,2,固安,南
LF1605520933513068544,1200,66.0,1,固安,南
LF1606125871721086976,800,71.0,1,固安,南 北
LF1606591624173846528,900,94.67,3,固安,东南 北
LF1606529833049784320,1100,90.0,2,固安,南 北
LF1626523528712945664,1300,103.0,4,固安,南
LF1626880638583832576,1500,90.0,3,固安,南 北
LF1626856601451233280,1200,90.0,2,固安,南 北
LF1626907764104101888,1200,85.0,2,固安,南
LF1625795968785973248,1200,84.0,2,固安,南
LF1626108250736820224,1300,90.0,2,固安,南 北
LF1626074727627882496,1200,90.0,2,固安,南 北
LF1626133209009881088,1200,89.0,2,固安,南 北
LF1626153956927340544,1400,86.0,2,固安,南
LF1627272847548219392,1200,86.0,2,固安,南
LF1627242555085160448,1500,85.74,3,固安,南 北
LF1625460973257097216,1200,80.0,2,固安,南 北
LF1625695623963475968,1000,57.0,1,固安,西南
LF1625690423689216000,1200,86.0,2,固安,南
LF1625455145007448064,1000,83.0,2,固安,南
LF1625741845357133824,1300,85.0,2,固安,南 北
LF1626195777850179584,2200,127.17,4,固安,南 北
LF1600480008420196352,1100,92.0,2,固安,南 北
LF1603966928647356416,1500,130.0,3,固安,南 北
LF1603580176770269184,1000,89.0,2,固安,南
LF1604791913825697792,1200,82.3,2,固安,南
LF1605072041361276928,1600,105.0,3,固安,南 北
LF1605065592367218688,1600,80.71,2,固安,南 北
LF1605103136987414528,1100,90.0,2,固安,南
LF1605750015362334720,1350,90.0,2,固安,南
LF1605112925972856832,1200,88.0,2,固安,南
LF1605520933513068544,1200,66.0,1,固安,南
LF1606125871721086976,800,71.0,1,固安,南 北
LF1606591624173846528,900,94.67,3,固安,东南 北
LF1606529833049784320,1100,90.0,2,固安,南 北
LF1626523528712945664,1300,103.0,4,固安,南
LF1626880638583832576,1500,90.0,3,固安,南 北
LF1626856601451233280,1200,90.0,2,固安,南 北
LF1626907764104101888,1200,85.0,2,固安,南
LF1625795968785973248,1200,84.0,2,固安,南
LF1626108250736820224,1300,90.0,2,固安,南 北
LF1626074727627882496,1200,90.0,2,固安,南 北
LF1626133209009881088,1200,89.0,2,固安,南 北
LF1626153956927340544,1400,86.0,2,固安,南
LF1627272847548219392,1200,86.0,2,固安,南
LF1627242555085160448,1500,85.74,3,固安,南 北
LF1593171442030084096,1200,89.0,2,固安,南 北
LF1593186625439924224,1500,130.0,3,固安,南 北
LF1593103365498208256,2200,90.0,3,固安,南 北
LF1668529902325858304,1100,89.0,2,固安,南
LF1668521033889480704,1000,65.0,1,固安,东 北
LF1593594220373868544,1100,80.0,2,固安,南 北
LF1593870762685497344,900,47.0,1,固安,北
LF1668831317044756480,1500,93.0,3,固安,南
LF1668850176669777920,1000,52.0,1,固安,北
LF1594639782070190080,1000,82.0,2,固安,南
LF1594985246162419712,1100,100.0,3,固安,南 北
LF1595020712903442432,800,94.45,3,固安,南 西北
LF1668961312064929792,4500,200.0,3,固安,南 北
LF1668967764884193280,1200,78.0,2,固安,南 北
LF1597902010068238336,1300,86.0,2,固安,南 北
LF1596335447036919808,1100,85.0,2,固安,南
LF1603703074306654208,1100,90.0,2,固安,南 北
LF1673657374503600128,1200,92.0,2,固安,南 北
LF1673673000475426816,1300,88.33,2,固安,南 北
LF1673876406292971520,1100,102.0,2,固安,南 北
LF1673719704511840256,1200,81.0,2,固安,南
LF1673888251485618176,800,50.0,1,固安,南
LF1673886834003804160,1100,83.0,2,固安,南 北
LF1673909865187115008,1600,80.0,2,固安,南 北
LF1674392863548375040,1500,86.57,3,固安,南 北
LF1674357751414784000,900,81.0,2,固安,南
LF1674346380899909632,1300,110.0,3,固安,南 北
LF1674270451993411584,1500,115.0,3,固安,南 北
LF1674327360767262720,1000,1000.0,1,固安,南 北
LF1674302057948905472,850,50.0,1,固安,东
LF1625460973257097216,1200,80.0,2,固安,南 北
LF1625695623963475968,1000,57.0,1,固安,西南
LF1625690423689216000,1200,86.0,2,固安,南
LF1625455145007448064,1000,83.0,2,固安,南
LF1625741845357133824,1300,85.0,2,固安,南 北
LF1626195777850179584,2200,127.17,4,固安,南 北
LF1600480008420196352,1100,92.0,2,固安,南 北
LF1603966928647356416,1500,130.0,3,固安,南 北
LF1603580176770269184,1000,89.0,2,固安,南
LF1604791913825697792,1200,82.3,2,固安,南
LF1605072041361276928,1600,105.0,3,固安,南 北
LF1605065592367218688,1600,80.71,2,固安,南 北
LF1605103136987414528,1100,90.0,2,固安,南
LF1605750015362334720,1350,90.0,2,固安,南
LF1605112925972856832,1200,88.0,2,固安,南
LF1605520933513068544,1200,66.0,1,固安,南
LF1606125871721086976,800,71.0,1,固安,南 北
LF1606591624173846528,900,94.67,3,固安,东南 北
LF1606529833049784320,1100,90.0,2,固安,南 北
LF1626523528712945664,1300,103.0,4,固安,南
LF1626880638583832576,1500,90.0,3,固安,南 北
LF1626856601451233280,1200,90.0,2,固安,南 北
LF1626907764104101888,1200,85.0,2,固安,南
LF1625795968785973248,1200,84.0,2,固安,南
LF1626108250736820224,1300,90.0,2,固安,南 北
LF1626074727627882496,1200,90.0,2,固安,南 北
LF1626133209009881088,1200,89.0,2,固安,南 北
LF1626153956927340544,1400,86.0,2,固安,南
LF1627272847548219392,1200,86.0,2,固安,南
LF1627242555085160448,1500,85.74,3,固安,南 北
LF1664980495701639168,1250,89.0,2,固安,南
LF1665348197750407168,1200,89.3,2,固安,南 北
LF1665326099355140096,900,60.0,1,固安,南
LF1665572471765467136,1350,87.6,2,固安,南
LF1665626162639929344,1800,82.0,2,固安,南 北
LF1665599674179911680,1200,83.23,2,固安,南 北
LF1665686963505594368,1000,180.0,5,固安,南 北
LF1657657674826776576,1200,81.0,2,固安,南 北
LF1657612141609353216,900,58.0,1,固安,南
LF1657586275286253568,1000,70.15,1,固安,南
LF1657563289464340480,1500,100.0,3,固安,南 北
LF1658071742188355584,1200,96.67,2,固安,南 北
LF1658042396023193600,800,83.0,2,固安,南
LF1657723675316584448,1500,125.0,3,固安,南 北
LF1658310787787128832,1300,88.0,2,固安,南 北
LF1658320187855732736,1400,86.0,3,固安,南 北
LF1658338270095867904,1300,130.0,3,固安,南 北
LF1658784460419629056,2000,106.0,3,固安,南 北
LF1658733709051822080,1400,85.0,2,固安,南 北
LF1658725631577292800,1800,147.0,3,固安,南 北
LF1658768271689646080,900,80.0,2,固安,南 北
LF1658752373926920192,1050,83.53,2,固安,南 北
LF1658419034086965248,1500,95.0,3,固安,南 北
LF1658393636313759744,1400,85.0,2,固安,南
LF1658384830880022528,1800,127.13,4,固安,南 北
LF1658406354403983360,1300,82.24,2,固安,南 北
LF1658821174857039872,1200,90.0,2,固安,南 北
LF1659032544462503936,1000,138.0,3,固安,南 北
LF1659050117539299328,1000,80.0,2,固安,南
LF1659066037053685760,1200,88.88,2,固安,南 北
LF1625460973257097216,1200,80.0,2,固安,南 北
LF1625695623963475968,1000,57.0,1,固安,西南
LF1625690423689216000,1200,86.0,2,固安,南
LF1625455145007448064,1000,83.0,2,固安,南
LF1625741845357133824,1300,85.0,2,固安,南 北
LF1626195777850179584,2200,127.17,4,固安,南 北
LF1600480008420196352,1100,92.0,2,固安,南 北
LF1603966928647356416,1500,130.0,3,固安,南 北
LF1612389748653948928,2000,150.0,3,固安,南 北
LF1612444597869346816,1300,82.0,2,固安,南 北
LF1612664568645943296,2000,93.0,3,固安,南 北
LF1612669592822349824,1000,56.0,1,固安,南
LF1612710639527002112,1300,83.0,2,固安,南 北
LF1603580176770269184,1000,89.0,2,固安,南
LF1604791913825697792,1200,82.3,2,固安,南
LF1605072041361276928,1600,105.0,3,固安,南 北
LF1605065592367218688,1600,80.71,2,固安,南 北
LF1605103136987414528,1100,90.0,2,固安,南
LF1605750015362334720,1350,90.0,2,固安,南
LF1605112925972856832,1200,88.0,2,固安,南
LF1605520933513068544,1200,66.0,1,固安,南
LF1606125871721086976,800,71.0,1,固安,南 北
LF1606591624173846528,900,94.67,3,固安,东南 北
LF1606529833049784320,1100,90.0,2,固安,南 北
LF1626523528712945664,1300,103.0,4,固安,南
LF1626880638583832576,1500,90.0,3,固安,南 北
LF1626856601451233280,1200,90.0,2,固安,南 北
LF1626907764104101888,1200,85.0,2,固安,南
LF1612732053499936768,1100,94.0,3,固安,南
LF1613097549818757120,1250,80.63,2,固安,南 北
LF1635142561255391232,1600,99.0,3,固安,南 北
LF1635113082315341824,1250,81.0,2,固安,南 北
LF1635162803515949056,1300,85.0,2,固安,南 北
LF1635232828008431616,2500,132.0,3,固安,南 北
LF1635251915505795072,2000,125.26,3,固安,南 北
LF1635495388985163776,4800,200.0,4,固安,南 北
LF1635612182420914176,1500,125.22,3,固安,南 北
LF1635597572892524544,1200,92.48,2,固安,南 北
